news_website,news_title,left_third_word,left_sec_word,left_first_word,keyword,right_first_word,right_sec_word,right_third_word
posta,"
                    Bipolar bozukluk hakkında bilmedikleriniz
                ",atakları,halinde,görülüyor,Bipolar,bozukluk,hakkında,doğru
posta,"
                    1800 günle sağlıktan emeklilik
                ",ve,altı,Şizofreni,Bipolar,bozukluk,Görme,azlığı
posta,"
                    Diğdem Uslu'yu vahşice öldüren babanın ifadeleri kan dondurdu!
                ",çalıştı,Çünkü,kızımın,bipolar,rahatsızlığı,var,ve
posta,"
                    Annesini bıçaklayarak öldürdü, 'Hatırlamıyorum' dedi
                ",Tokgöz,ve,,bipolar,bozukluğu,hastası,olduğu
posta,"
                    1800 günle emeklilik
                ",ve,altı,Şizofreni,Bipolar,bozukluk,Yardımsız,ayakta
posta,"
                    Korkutan rapor: Dünyada ruh sağlığı bozuklukları çarpıcı şekilde artıyor
                ",milyonun,da,,bipolar,bozukluğu,rahatsızlığından,etkilendiği
posta,"
                    Adıyaman'da kadının bebeği süs havuzunda öldürmeye çalıştı
                ",gözaltına,alınan,HPnin,bipolar,bozukluk,hastası,ve
posta,"
                    Ünlü sanat yönetmenine tacizden 10 yıl hapis
                ",vardı,Daha,sonra,bipolar,hastası,olduğunu,duydum
posta,"
                    Eskişehir'de 17 yaşındaki genç kız 4 gündür kayıp
                ",bir,haber,gelmedi,Bipolar,bozukluk,tedavisi,gören
posta,"
                    İş göremez raporu verilen bipolar hastası sağlık memuru yaşamına son verdi
                ",gitti,Burada,ADye,bipolar,bozukluk,teşhisi,kondu
posta,"
                    Fİ Çİ 10. yeni bölüm fragmanı yayınlandı mı? Final sahnesi geldi
                ",bulunduğu,cd,çıktı,Bipolar,teşhisi,konululan,Özge
posta,"
                    Fi Çi 10. final bölümü bugün var mı yok mu? Duru ile Can...
                ",bulunduğu,cd,çıktı,Bipolar,teşhisi,konululan,Özge
posta,"
                    İzi sürülebilen ilaca onay
                ",açıklamada,şizofren,ve,bipolar,bozukluk,gibi,bazı
posta,"
                    Prostat için her hastaya farklı tedavi
                ",Günümüzde,TUR,ameliyatlarında,bipolar,veya,plazmakinetik,denilen
